Id,Province/State,Country/Region,Lat,Long,Date,ConfirmedCases,Fatalities,day_from_jan_first,temp,min,max,stp,wdsp,prcp,fog
5705,Hunan,China,27.6104,111.7088,2020-02-22,1013.0,4.0,53,53.9,45.9,60.1,992.2,3.2,0.01,1
5706,Hunan,China,27.6104,111.7088,2020-02-23,1016.0,4.0,54,62.2,46.8,72.7,984.6,3.2,0.0,0
5707,Hunan,China,27.6104,111.7088,2020-02-24,1016.0,4.0,55,69.7,50.4,79.9,978.6,5.8,0.0,0
5708,Hunan,China,27.6104,111.7088,2020-02-25,1016.0,4.0,56,65.8,59.0,79.9,980.2,2.5,0.0,0
5709,Hunan,China,27.6104,111.7088,2020-02-26,1016.0,4.0,57,60.2,54.0,74.8,984.1,4.9,0.0,0
5710,Hunan,China,27.6104,111.7088,2020-02-27,1017.0,4.0,58,54.3,51.6,65.7,983.3,4.2,0.0,1
5711,Hunan,China,27.6104,111.7088,2020-02-28,1017.0,4.0,59,50.0,46.2,57.7,981.1,5.3,0.0,0
5712,Hunan,China,27.6104,111.7088,2020-02-29,1018.0,4.0,60,47.7,45.9,54.7,979.9,3.5,0.34,1
5713,Hunan,China,27.6104,111.7088,2020-03-01,1018.0,4.0,61,52.5,46.0,59.0,984.2,4.3,0.0,0
5714,Hunan,China,27.6104,111.7088,2020-03-02,1018.0,4.0,62,47.7,44.1,59.0,984.3,3.9,0.14,1
5715,Hunan,China,27.6104,111.7088,2020-03-03,1018.0,4.0,63,44.5,42.8,51.3,986.7,3.5,0.3,1
5716,Hunan,China,27.6104,111.7088,2020-03-04,1018.0,4.0,64,46.4,42.8,48.4,988.3,1.8,0.06,0
5717,Hunan,China,27.6104,111.7088,2020-03-05,1018.0,4.0,65,49.7,43.0,53.2,983.5,2.7,0.0,1
5718,Hunan,China,27.6104,111.7088,2020-03-06,1018.0,4.0,66,53.6,46.2,58.1,977.7,2.8,0.01,1
5719,Hunan,China,27.6104,111.7088,2020-03-07,1018.0,4.0,67,53.6,49.3,58.1,976.2,3.7,0.2,1
5720,Hunan,China,27.6104,111.7088,2020-03-08,1018.0,4.0,68,58.2,52.2,64.0,970.3,3.7,0.52,1
5721,Hunan,China,27.6104,111.7088,2020-03-09,1018.0,4.0,69,54.1,45.5,64.0,979.6,6.4,0.17,1
5722,Hunan,China,27.6104,111.7088,2020-03-10,1018.0,4.0,70,55.3,45.3,65.1,984.6,3.4,0.0,1
5723,Hunan,China,27.6104,111.7088,2020-03-11,1018.0,4.0,71,51.8,46.6,65.1,981.1,3,0.36,1
5724,Hunan,China,27.6104,111.7088,2020-03-12,1018.0,4.0,72,53.9,48.6,56.3,979.3,1.6,0.26,1
5725,Hunan,China,27.6104,111.7088,2020-03-13,1018.0,4.0,73,55.8,50.9,59.7,986.3,3.7,0.03,1
5726,Hunan,China,27.6104,111.7088,2020-03-14,1018.0,4.0,74,57.1,46.4,67.3,986.7,4.1,0.0,0
5727,Hunan,China,27.6104,111.7088,2020-03-15,1018.0,4.0,75,59.9,44.4,67.6,983.2,2.6,0.0,0
5728,Hunan,China,27.6104,111.7088,2020-03-16,1018.0,4.0,76,58.0,47.1,67.6,983.0,3.2,0.24,1
5729,Hunan,China,27.6104,111.7088,2020-03-17,1018.0,4.0,77,52.4,49.6,64.0,983.2,2.5,0.27,1
5730,Hunan,China,27.6104,111.7088,2020-03-18,1018.0,4.0,78,58.7,49.6,69.6,979.0,2.9,0.0,1
5731,Hunan,China,27.6104,111.7088,2020-03-19,1018.0,4.0,79,65.4,50.4,77.7,979.0,3.4,0.0,0
5732,Hunan,China,27.6104,111.7088,2020-03-20,1018.0,4.0,80,69.2,53.8,79.3,975.4,3.4,0.0,0
5733,Hunan,China,27.6104,111.7088,2020-03-21,1018.0,4.0,81,76.3,56.5,86.9,972.1,5.5,0.0,0
5734,Hunan,China,27.6104,111.7088,2020-03-22,1018.0,4.0,82,64.4,61.2,86.9,978.2,3.7,0.57,1
5735,Hunan,China,27.6104,111.7088,2020-03-23,1018.0,4.0,83,64.4,61.2,86.9,978.2,3.7,0.57,1
5736,Hunan,China,27.6104,111.7088,2020-03-24,1018.0,4.0,84,64.4,61.2,86.9,978.2,3.7,0.57,1
5767,Inner Mongolia,China,44.0935,113.9448,2020-01-22,0.0,0.0,22,-0.7,-8.5,12.0,881.4,3.4,0.0,1
5768,Inner Mongolia,China,44.0935,113.9448,2020-01-23,0.0,0.0,23,-5.9,-17.1,7.0,890.6,3.2,0.0,0
5769,Inner Mongolia,China,44.0935,113.9448,2020-01-24,1.0,0.0,24,-3.0,-17.1,9.5,890.3,1.7,0.0,1
5770,Inner Mongolia,China,44.0935,113.9448,2020-01-25,7.0,0.0,25,-3.5,-18.0,9.5,890.1,2.3,0.0,1
5771,Inner Mongolia,China,44.0935,113.9448,2020-01-26,7.0,0.0,26,2.3,-18.0,9.5,887.6,2.8,0.0,1
5772,Inner Mongolia,China,44.0935,113.9448,2020-01-27,11.0,0.0,27,6.1,-8.9,15.6,884.7,2.2,0.0,1
5773,Inner Mongolia,China,44.0935,113.9448,2020-01-28,15.0,0.0,28,8.8,-1.8,15.6,887.0,5,0.0,0
5774,Inner Mongolia,China,44.0935,113.9448,2020-01-29,16.0,0.0,29,4.6,-5.4,15.4,887.4,1.7,0.0,1
5775,Inner Mongolia,China,44.0935,113.9448,2020-01-30,19.0,0.0,30,-1.5,-8.9,13.6,881.4,2.7,0.0,1
5776,Inner Mongolia,China,44.0935,113.9448,2020-01-31,20.0,0.0,31,-5.4,-18.6,9.5,884.9,3.3,0.0,1
5777,Inner Mongolia,China,44.0935,113.9448,2020-02-01,23.0,0.0,32,-5.6,-18.6,9.5,886.7,2.1,0.0,1
5778,Inner Mongolia,China,44.0935,113.9448,2020-02-02,27.0,0.0,33,-7.9,-22.4,3.7,884.8,4.5,0.0,0
5779,Inner Mongolia,China,44.0935,113.9448,2020-02-03,34.0,0.0,34,-9.2,-22.4,3.7,882.9,4.9,0.0,0
5780,Inner Mongolia,China,44.0935,113.9448,2020-02-04,35.0,0.0,35,-11.6,-24.9,2.8,889.0,4.6,0.0,0
5781,Inner Mongolia,China,44.0935,113.9448,2020-02-05,42.0,0.0,36,-9.6,-26.3,-1.7,887.5,4.6,0.0,0
5782,Inner Mongolia,China,44.0935,113.9448,2020-02-06,46.0,0.0,37,-4.9,-20.0,9.1,885.9,2.3,0.0,0
5783,Inner Mongolia,China,44.0935,113.9448,2020-02-07,50.0,0.0,38,-5.5,-15.2,9.1,888.6,2.8,0.0,0
5784,Inner Mongolia,China,44.0935,113.9448,2020-02-08,52.0,0.0,39,1.2,-13.7,12.2,886.7,3.6,0.0,0
5785,Inner Mongolia,China,44.0935,113.9448,2020-02-09,54.0,0.0,40,6.3,-8.1,14.5,880.4,3.1,0.0,0
5786,Inner Mongolia,China,44.0935,113.9448,2020-02-10,58.0,0.0,41,10.1,-5.3,20.8,875.9,2.8,0.0,0
5787,Inner Mongolia,China,44.0935,113.9448,2020-02-11,58.0,0.0,42,15.5,-0.6,30.2,874.9,2.7,0.0,0
5788,Inner Mongolia,China,44.0935,113.9448,2020-02-12,60.0,0.0,43,17.5,1.0,30.2,873.5,6.1,0.0,0
5789,Inner Mongolia,China,44.0935,113.9448,2020-02-13,61.0,0.0,44,9.0,3.0,26.2,882.9,16.9,0.02,1
5790,Inner Mongolia,China,44.0935,113.9448,2020-02-14,65.0,0.0,45,3.7,-0.8,16.2,890.7,14.5,0.07,1
5791,Inner Mongolia,China,44.0935,113.9448,2020-02-15,68.0,0.0,46,5.1,-3.3,11.5,890.7,9,1.97,0
5792,Inner Mongolia,China,44.0935,113.9448,2020-02-16,70.0,0.0,47,7.7,-3.3,15.4,890.8,8.1,0.0,0
5793,Inner Mongolia,China,44.0935,113.9448,2020-02-17,72.0,0.0,48,11.2,-2.4,24.8,888.0,4.5,0.0,0
5794,Inner Mongolia,China,44.0935,113.9448,2020-02-18,73.0,0.0,49,9.8,-3.1,24.8,885.5,4.4,0.0,0
5795,Inner Mongolia,China,44.0935,113.9448,2020-02-19,75.0,0.0,50,11.1,-2.0,20.7,886.2,4.5,0.0,1
5796,Inner Mongolia,China,44.0935,113.9448,2020-02-20,75.0,0.0,51,11.3,2.7,22.5,882.7,9.5,0.02,1
5797,Inner Mongolia,China,44.0935,113.9448,2020-02-21,75.0,0.0,52,8.3,-3.8,22.5,885.7,7.4,0.0,1
5798,Inner Mongolia,China,44.0935,113.9448,2020-02-22,75.0,0.0,53,5.2,-3.8,15.1,883.6,3.1,0.0,0
5799,Inner Mongolia,China,44.0935,113.9448,2020-02-23,75.0,0.0,54,15.6,-0.2,27.5,879.2,4.4,0.0,0
5800,Inner Mongolia,China,44.0935,113.9448,2020-02-24,75.0,0.0,55,20.4,4.3,28.2,881.5,17.9,0.0,0
5801,Inner Mongolia,China,44.0935,113.9448,2020-02-25,75.0,0.0,56,15.1,3.6,28.2,886.9,11.9,0.03,1
5802,Inner Mongolia,China,44.0935,113.9448,2020-02-26,75.0,0.0,57,11.3,2.1,23.2,890.5,4,0.0,1
5803,Inner Mongolia,China,44.0935,113.9448,2020-02-27,75.0,0.0,58,16.3,2.8,29.3,880.3,4.6,0.0,0
5804,Inner Mongolia,China,44.0935,113.9448,2020-02-28,75.0,0.0,59,15.5,-0.9,29.3,879.4,4.4,0.01,0
5805,Inner Mongolia,China,44.0935,113.9448,2020-02-29,75.0,0.0,60,13.8,-2.0,25.2,881.8,6,0.11,1
5806,Inner Mongolia,China,44.0935,113.9448,2020-03-01,75.0,0.0,61,11.2,-2.0,22.8,884.4,5.8,0.02,1
5807,Inner Mongolia,China,44.0935,113.9448,2020-03-02,75.0,0.0,62,13.4,-0.4,19.6,879.9,15.1,0.04,1
5808,Inner Mongolia,China,44.0935,113.9448,2020-03-03,75.0,1.0,63,4.3,-7.2,18.7,889.4,6.1,0.01,1
5809,Inner Mongolia,China,44.0935,113.9448,2020-03-04,75.0,1.0,64,5.6,-7.2,15.6,885.2,3.6,0.0,1
5810,Inner Mongolia,China,44.0935,113.9448,2020-03-05,75.0,1.0,65,14.9,-2.0,27.9,874.2,3.9,0.0,0
5811,Inner Mongolia,China,44.0935,113.9448,2020-03-06,75.0,1.0,66,17.8,3.0,31.3,876.6,6.8,0.0,0
5812,Inner Mongolia,China,44.0935,113.9448,2020-03-07,75.0,1.0,67,22.8,4.5,31.3,874.4,5,0.0,0
5813,Inner Mongolia,China,44.0935,113.9448,2020-03-08,75.0,1.0,68,18.7,4.3,31.3,880.4,11.5,0.0,0
5814,Inner Mongolia,China,44.0935,113.9448,2020-03-09,75.0,1.0,69,13.1,3.7,30.2,881.5,6.6,0.0,1
5815,Inner Mongolia,China,44.0935,113.9448,2020-03-10,75.0,1.0,70,15.1,1.9,24.4,877.3,6.2,0.0,0
5816,Inner Mongolia,China,44.0935,113.9448,2020-03-11,75.0,1.0,71,19.7,6.1,33.6,875.8,7.6,0.0,0
5817,Inner Mongolia,China,44.0935,113.9448,2020-03-12,75.0,1.0,72,14.0,4.5,33.6,887.0,7.6,0.0,0
5818,Inner Mongolia,China,44.0935,113.9448,2020-03-13,75.0,1.0,73,20.2,4.3,32.2,882.7,9.2,0.0,0
5819,Inner Mongolia,China,44.0935,113.9448,2020-03-14,75.0,1.0,74,26.7,9.3,36.1,880.3,8.1,0.0,0
5820,Inner Mongolia,China,44.0935,113.9448,2020-03-15,75.0,1.0,75,29.3,15.3,37.9,880.9,8.2,0.0,0
5821,Inner Mongolia,China,44.0935,113.9448,2020-03-16,75.0,1.0,76,32.3,18.7,42.1,879.4,11.1,0.0,0
5822,Inner Mongolia,China,44.0935,113.9448,2020-03-17,75.0,1.0,77,36.9,21.0,50.4,873.9,8,0.0,0
5823,Inner Mongolia,China,44.0935,113.9448,2020-03-18,75.0,1.0,78,26.3,15.1,50.4,875.1,13.2,0.0,0
5824,Inner Mongolia,China,44.0935,113.9448,2020-03-19,75.0,1.0,79,30.4,13.1,38.8,873.1,7.9,0.0,0
5825,Inner Mongolia,China,44.0935,113.9448,2020-03-20,75.0,1.0,80,32.6,19.9,40.5,875.1,6.2,0.0,0
5826,Inner Mongolia,China,44.0935,113.9448,2020-03-21,75.0,1.0,81,31.4,19.8,41.2,879.4,7.7,0.0,1
5827,Inner Mongolia,China,44.0935,113.9448,2020-03-22,75.0,1.0,82,38.7,19.8,50.5,882.1,9,0.0,0
5828,Inner Mongolia,China,44.0935,113.9448,2020-03-23,75.0,1.0,83,38.7,19.8,50.5,882.1,9,0.0,0
5829,Inner Mongolia,China,44.0935,113.9448,2020-03-24,75.0,1.0,84,38.7,19.8,50.5,882.1,9,0.0,0
5860,Jiangsu,China,32.9711,119.455,2020-01-22,1.0,0.0,22,46.4,34.5,51.1,21.2,3.9,0.02,1
5861,Jiangsu,China,32.9711,119.455,2020-01-23,5.0,0.0,23,45.5,42.6,49.5,26.6,4.7,0.0,0
5862,Jiangsu,China,32.9711,119.455,2020-01-24,9.0,0.0,24,44.5,42.6,49.5,30.4,6.5,0.0,0
5863,Jiangsu,China,32.9711,119.455,2020-01-25,18.0,0.0,25,43.4,41.4,46.9,28.2,5.9,0.15,1
5864,Jiangsu,China,32.9711,119.455,2020-01-26,33.0,0.0,26,43.5,40.8,47.3,22.7,6.6,0.35,1
5865,Jiangsu,China,32.9711,119.455,2020-01-27,47.0,0.0,27,39.2,34.7,47.3,21.6,4.5,0.03,1
5866,Jiangsu,China,32.9711,119.455,2020-01-28,70.0,0.0,28,39.8,34.7,44.1,22.8,5.5,0.0,0
5867,Jiangsu,China,32.9711,119.455,2020-01-29,99.0,0.0,29,38.7,32.5,45.0,22.6,4.5,0.0,0
5868,Jiangsu,China,32.9711,119.455,2020-01-30,129.0,0.0,30,34.2,25.9,45.0,24.0,5.4,0.0,0
5869,Jiangsu,China,32.9711,119.455,2020-01-31,168.0,0.0,31,35.9,24.3,48.9,25.9,2.7,0.0,0
5870,Jiangsu,China,32.9711,119.455,2020-02-01,202.0,0.0,32,42.7,27.3,54.1,26.9,2.5,0.0,0
5871,Jiangsu,China,32.9711,119.455,2020-02-02,236.0,0.0,33,44.7,31.8,55.0,26.1,3.1,0.0,0
5872,Jiangsu,China,32.9711,119.455,2020-02-03,271.0,0.0,34,40.3,34.0,55.0,28.5,5,0.0,0
5873,Jiangsu,China,32.9711,119.455,2020-02-04,308.0,0.0,35,44.8,34.0,54.5,26.2,3.6,0.0,0
5874,Jiangsu,China,32.9711,119.455,2020-02-05,341.0,0.0,36,39.1,34.3,54.5,32.2,6.8,0.0,0
5875,Jiangsu,China,32.9711,119.455,2020-02-06,373.0,0.0,37,40.0,35.2,43.7,30.7,6.2,0.0,1
5876,Jiangsu,China,32.9711,119.455,2020-02-07,408.0,0.0,38,41.1,34.3,46.4,30.5,2.7,0.0,1
5877,Jiangsu,China,32.9711,119.455,2020-02-08,439.0,0.0,39,38.1,28.8,49.1,31.9,3.3,0.0,1
5878,Jiangsu,China,32.9711,119.455,2020-02-09,468.0,0.0,40,40.9,28.8,52.5,27.2,4.5,0.0,0
5879,Jiangsu,China,32.9711,119.455,2020-02-10,492.0,0.0,41,50.3,31.6,60.8,23.2,3.2,0.0,0
5880,Jiangsu,China,32.9711,119.455,2020-02-11,515.0,0.0,42,46.6,37.9,60.8,19.2,3.8,0.04,1
5881,Jiangsu,China,32.9711,119.455,2020-02-12,543.0,0.0,43,47.5,40.5,57.2,17.9,4,0.0,1
5882,Jiangsu,China,32.9711,119.455,2020-02-13,570.0,0.0,44,50.8,40.5,57.2,15.7,4.8,0.0,0
5883,Jiangsu,China,32.9711,119.455,2020-02-14,593.0,0.0,45,53.6,42.4,56.1,16.3,3.8,0.04,1
5884,Jiangsu,China,32.9711,119.455,2020-02-15,604.0,0.0,46,34.0,28.8,56.1,25.1,8.5,0.4,1
5885,Jiangsu,China,32.9711,119.455,2020-02-16,617.0,0.0,47,32.2,28.0,40.8,28.5,6.6,0.0,0
5886,Jiangsu,China,32.9711,119.455,2020-02-17,626.0,0.0,48,35.1,25.7,44.8,30.9,5.6,0.0,0
5887,Jiangsu,China,32.9711,119.455,2020-02-18,629.0,0.0,49,40.2,24.4,50.7,29.9,3.6,0.0,0
5888,Jiangsu,China,32.9711,119.455,2020-02-19,631.0,0.0,50,44.3,30.6,52.2,27.5,4.5,0.0,0
5889,Jiangsu,China,32.9711,119.455,2020-02-20,631.0,0.0,51,48.2,34.7,59.5,30.5,5.7,0.0,0
5890,Jiangsu,China,32.9711,119.455,2020-02-21,631.0,0.0,52,46.1,36.9,59.5,28.2,4.7,0.0,1
5891,Jiangsu,China,32.9711,119.455,2020-02-22,631.0,0.0,53,46.2,35.8,59.2,31.8,4.4,0.0,1
5892,Jiangsu,China,32.9711,119.455,2020-02-23,631.0,0.0,54,50.0,36.9,60.4,24.7,6.2,0.0,0
5893,Jiangsu,China,32.9711,119.455,2020-02-24,631.0,0.0,55,62.7,41.4,73.6,14.8,4.3,0.0,0
5894,Jiangsu,China,32.9711,119.455,2020-02-25,631.0,0.0,56,51.1,44.8,73.6,19.6,5.4,0.0,1
5895,Jiangsu,China,32.9711,119.455,2020-02-26,631.0,0.0,57,42.8,33.3,59.7,28.2,5.2,0.0,0
5896,Jiangsu,China,32.9711,119.455,2020-02-27,631.0,0.0,58,46.3,33.3,52.3,24.8,7.5,0.33,1
5897,Jiangsu,China,32.9711,119.455,2020-02-28,631.0,0.0,59,46.6,40.3,52.3,17.7,3.7,0.37,1
5898,Jiangsu,China,32.9711,119.455,2020-02-29,631.0,0.0,60,46.3,43.5,49.8,18.1,4.2,0.15,1
5899,Jiangsu,China,32.9711,119.455,2020-03-01,631.0,0.0,61,43.4,34.0,49.8,24.1,3.9,0.01,1
5900,Jiangsu,China,32.9711,119.455,2020-03-02,631.0,0.0,62,43.7,33.4,50.5,26.3,4.4,0.0,0
5901,Jiangsu,China,32.9711,119.455,2020-03-03,631.0,0.0,63,48.2,38.5,54.1,24.6,2.8,0.0,0
5902,Jiangsu,China,32.9711,119.455,2020-03-04,631.0,0.0,64,42.7,30.7,54.1,29.2,5.4,0.0,0
5903,Jiangsu,China,32.9711,119.455,2020-03-05,631.0,0.0,65,42.4,30.4,54.0,25.3,4.7,0.0,0
5904,Jiangsu,China,32.9711,119.455,2020-03-06,631.0,0.0,66,50.3,35.8,57.2,16.3,5.5,0.0,0
5905,Jiangsu,China,32.9711,119.455,2020-03-07,631.0,0.0,67,52.9,41.2,65.5,16.4,4.2,0.0,0
5906,Jiangsu,China,32.9711,119.455,2020-03-08,631.0,0.0,68,53.1,45.0,65.5,12.8,8.3,0.18,1
5907,Jiangsu,China,32.9711,119.455,2020-03-09,631.0,0.0,69,49.3,45.3,60.4,11.6,5.5,0.57,1
5908,Jiangsu,China,32.9711,119.455,2020-03-10,631.0,0.0,70,47.7,43.2,55.8,19.6,4.1,0.0,0
5909,Jiangsu,China,32.9711,119.455,2020-03-11,631.0,0.0,71,50.9,40.3,59.7,20.3,4.8,0.0,0
5910,Jiangsu,China,32.9711,119.455,2020-03-12,631.0,0.0,72,55.0,44.4,63.0,17.8,3.4,0.0,0
5911,Jiangsu,China,32.9711,119.455,2020-03-13,631.0,0.0,73,44.6,35.4,63.0,24.5,7,0.0,1
5912,Jiangsu,China,32.9711,119.455,2020-03-14,631.0,0.0,74,47.2,34.7,56.3,20.5,5.4,0.0,0
5913,Jiangsu,China,32.9711,119.455,2020-03-15,631.0,0.0,75,53.1,38.3,66.2,20.5,6.1,0.0,0
5914,Jiangsu,China,32.9711,119.455,2020-03-16,631.0,0.0,76,52.5,42.6,66.2,21.8,5,0.0,0
5915,Jiangsu,China,32.9711,119.455,2020-03-17,631.0,0.0,77,57.8,45.7,72.7,15.9,4,0.0,0
5916,Jiangsu,China,32.9711,119.455,2020-03-18,631.0,0.0,78,63.0,45.0,75.0,11.1,4.7,0.0,0
5917,Jiangsu,China,32.9711,119.455,2020-03-19,631.0,0.0,79,53.7,45.0,75.0,17.1,5.1,0.0,0
5918,Jiangsu,China,32.9711,119.455,2020-03-20,631.0,0.0,80,60.8,44.1,72.9,12.0,6.3,0.0,0
5919,Jiangsu,China,32.9711,119.455,2020-03-21,631.0,0.0,81,68.3,50.4,82.2,9.8,4.3,0.0,0
5920,Jiangsu,China,32.9711,119.455,2020-03-22,633.0,0.0,82,52.5,41.9,82.2,18.6,6.3,0.0,0
5921,Jiangsu,China,32.9711,119.455,2020-03-23,633.0,0.0,83,52.5,41.9,82.2,18.6,6.3,0.0,0
5922,Jiangsu,China,32.9711,119.455,2020-03-24,636.0,0.0,84,52.5,41.9,82.2,18.6,6.3,0.0,0
5953,Jiangxi,China,27.614,115.7221,2020-01-22,2.0,0.0,22,54.1,47.8,60.6,10.3,3.4,0.0,0
5954,Jiangxi,China,27.614,115.7221,2020-01-23,7.0,0.0,23,48.7,47.5,60.6,12.7,3,0.0,0
5955,Jiangxi,China,27.614,115.7221,2020-01-24,18.0,0.0,24,47.8,45.9,50.5,15.6,3.8,1.19,1
5956,Jiangxi,China,27.614,115.7221,2020-01-25,18.0,0.0,25,44.7,42.1,49.6,15.1,4.2,1.92,1
5957,Jiangxi,China,27.614,115.7221,2020-01-26,36.0,0.0,26,42.1,40.1,46.6,14.6,2.6,0.17,1
5958,Jiangxi,China,27.614,115.7221,2020-01-27,72.0,0.0,27,42.3,39.9,44.2,15.2,2.3,0.02,1
5959,Jiangxi,China,27.614,115.7221,2020-01-28,109.0,0.0,28,43.4,39.4,48.6,16.6,2.2,0.0,0
5960,Jiangxi,China,27.614,115.7221,2020-01-29,109.0,0.0,29,44.0,36.1,54.3,17.6,2.4,0.0,0
5961,Jiangxi,China,27.614,115.7221,2020-01-30,162.0,0.0,30,45.6,35.2,58.3,17.1,2,0.0,0
5962,Jiangxi,China,27.614,115.7221,2020-01-31,240.0,0.0,31,48.9,35.8,59.4,16.2,1.5,0.0,0
5963,Jiangxi,China,27.614,115.7221,2020-02-01,286.0,0.0,32,53.1,37.4,60.4,14.7,1.1,0.02,1
5964,Jiangxi,China,27.614,115.7221,2020-02-02,333.0,0.0,33,48.2,43.3,60.4,16.2,2.7,0.35,1
5965,Jiangxi,China,27.614,115.7221,2020-02-03,391.0,0.0,34,48.0,46.4,50.4,16.9,1.6,0.3,1
5966,Jiangxi,China,27.614,115.7221,2020-02-04,476.0,0.0,35,52.5,46.4,57.2,15.7,1.3,0.02,0
5967,Jiangxi,China,27.614,115.7221,2020-02-05,548.0,0.0,36,56.1,46.9,63.3,13.6,1.5,0.42,1
5968,Jiangxi,China,27.614,115.7221,2020-02-06,600.0,0.0,37,48.6,46.6,63.3,14.3,3.5,1.54,1
5969,Jiangxi,China,27.614,115.7221,2020-02-07,661.0,0.0,38,48.7,45.9,52.9,19.9,3,0.02,1
5970,Jiangxi,China,27.614,115.7221,2020-02-08,698.0,0.0,39,47.7,45.3,52.0,22.3,3.2,0.02,1
5971,Jiangxi,China,27.614,115.7221,2020-02-09,740.0,0.0,40,48.8,43.2,57.6,19.9,1.8,0.0,0
5972,Jiangxi,China,27.614,115.7221,2020-02-10,771.0,1.0,41,52.8,42.6,57.6,14.1,1.5,0.0,0
5973,Jiangxi,China,27.614,115.7221,2020-02-11,804.0,1.0,42,53.1,44.2,57.4,11.1,1.8,0.1,1
5974,Jiangxi,China,27.614,115.7221,2020-02-12,844.0,1.0,43,61.4,51.3,70.2,8.4,1.8,0.31,1
5975,Jiangxi,China,27.614,115.7221,2020-02-13,872.0,1.0,44,63.9,52.2,71.2,4.6,2.8,0.12,1
5976,Jiangxi,China,27.614,115.7221,2020-02-14,900.0,1.0,45,65.1,58.6,74.8,4.6,2.4,0.0,1
5977,Jiangxi,China,27.614,115.7221,2020-02-15,913.0,1.0,46,47.7,39.0,74.8,14.4,6.7,2.54,1
5978,Jiangxi,China,27.614,115.7221,2020-02-16,925.0,1.0,47,41.4,38.3,61.7,23.0,3.8,0.0,0
5979,Jiangxi,China,27.614,115.7221,2020-02-17,930.0,1.0,48,45.6,37.9,55.0,24.3,3.7,0.0,0
5980,Jiangxi,China,27.614,115.7221,2020-02-18,933.0,1.0,49,49.6,37.6,59.5,19.5,1.7,0.0,0
5981,Jiangxi,China,27.614,115.7221,2020-02-19,934.0,1.0,50,49.1,39.7,59.5,17.5,1.5,0.0,1
5982,Jiangxi,China,27.614,115.7221,2020-02-20,934.0,1.0,51,57.0,41.7,68.4,18.3,1.5,0.0,0
5983,Jiangxi,China,27.614,115.7221,2020-02-21,934.0,1.0,52,55.9,43.5,68.4,21.4,3.3,0.0,0
5984,Jiangxi,China,27.614,115.7221,2020-02-22,934.0,1.0,53,56.0,50.2,64.6,21.1,2,0.0,0
5985,Jiangxi,China,27.614,115.7221,2020-02-23,934.0,1.0,54,62.0,49.3,75.2,14.2,1.6,0.0,0
5986,Jiangxi,China,27.614,115.7221,2020-02-24,934.0,1.0,55,71.1,50.4,82.4,7.9,4.2,0.0,0
5987,Jiangxi,China,27.614,115.7221,2020-02-25,934.0,1.0,56,70.2,57.4,82.4,8.5,1.9,0.0,0
5988,Jiangxi,China,27.614,115.7221,2020-02-26,934.0,1.0,57,69.7,56.5,82.6,11.1,3.7,0.0,0
5989,Jiangxi,China,27.614,115.7221,2020-02-27,934.0,1.0,58,58.2,54.7,82.6,11.6,3.3,0.0,0
5990,Jiangxi,China,27.614,115.7221,2020-02-28,935.0,1.0,59,64.4,54.1,77.2,7.5,3,0.0,0
5991,Jiangxi,China,27.614,115.7221,2020-02-29,935.0,1.0,60,58.1,53.4,77.2,7.0,3.9,0.65,1
5992,Jiangxi,China,27.614,115.7221,2020-03-01,935.0,1.0,61,54.6,50.0,70.3,12.7,3.5,0.01,0
5993,Jiangxi,China,27.614,115.7221,2020-03-02,935.0,1.0,62,54.1,49.1,59.9,13.1,3.7,0.0,1
5994,Jiangxi,China,27.614,115.7221,2020-03-03,935.0,1.0,63,49.0,47.1,59.9,14.6,3.8,0.76,1
5995,Jiangxi,China,27.614,115.7221,2020-03-04,935.0,1.0,64,49.2,47.1,51.1,16.3,2.3,0.04,1
5996,Jiangxi,China,27.614,115.7221,2020-03-05,935.0,1.0,65,51.7,48.0,53.6,13.1,1.5,0.0,1
5997,Jiangxi,China,27.614,115.7221,2020-03-06,935.0,1.0,66,55.3,48.7,60.4,6.6,2.1,0.7,1
5998,Jiangxi,China,27.614,115.7221,2020-03-07,935.0,1.0,67,56.5,52.5,60.4,4.8,1.8,1.5,1
5999,Jiangxi,China,27.614,115.7221,2020-03-08,935.0,1.0,68,62.0,54.7,70.0,998.2,2,0.06,1
6000,Jiangxi,China,27.614,115.7221,2020-03-09,935.0,1.0,69,58.8,53.8,70.0,4.5,3.1,1.76,1
6001,Jiangxi,China,27.614,115.7221,2020-03-10,935.0,1.0,70,57.4,49.5,66.4,12.6,2.5,0.04,0
6002,Jiangxi,China,27.614,115.7221,2020-03-11,935.0,1.0,71,55.3,49.5,66.4,10.7,2.1,1.68,1
6003,Jiangxi,China,27.614,115.7221,2020-03-12,935.0,1.0,72,54.8,51.4,62.8,8.1,2.1,0.93,1
6004,Jiangxi,China,27.614,115.7221,2020-03-13,935.0,1.0,73,56.9,53.1,58.3,13.1,1.8,0.03,1
6005,Jiangxi,China,27.614,115.7221,2020-03-14,935.0,1.0,74,57.2,48.6,66.9,14.5,2.9,0.0,0
6006,Jiangxi,China,27.614,115.7221,2020-03-15,935.0,1.0,75,62.0,46.6,73.0,12.0,2.1,0.0,0
6007,Jiangxi,China,27.614,115.7221,2020-03-16,935.0,1.0,76,59.3,50.2,73.0,11.7,1.5,0.32,1
6008,Jiangxi,China,27.614,115.7221,2020-03-17,935.0,1.0,77,55.1,53.2,63.1,11.6,1.3,0.5,1
