Id,Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities,country+province,Lat,Long,day_from_jan_first,temp,min,max,stp,wdsp,prcp,fog
8319,8320,,Congo (Brazzaville),2020-02-10,0.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,41,77.2,68.0,87.8,999.9,5.8,99.99,1
8320,8321,,Congo (Brazzaville),2020-02-11,0.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,42,82.6,73.4,87.8,999.9,4.4,0.0,0
8321,8322,,Congo (Brazzaville),2020-02-12,0.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,43,83.6,71.6,91.4,999.9,5.5,0.0,0
8322,8323,,Congo (Brazzaville),2020-02-13,0.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,44,78.6,73.4,82.4,999.9,10.7,0.0,1
8323,8324,,Congo (Brazzaville),2020-02-14,0.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,45,77.2,68.0,82.4,999.9,6.2,0.0,0
8324,8325,,Congo (Brazzaville),2020-02-15,0.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,46,79.6,73.4,87.8,999.9,5.6,99.99,1
8325,8326,,Congo (Brazzaville),2020-02-16,0.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,47,80.8,73.4,89.6,999.9,4.1,0.0,1
8326,8327,,Congo (Brazzaville),2020-02-17,0.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,48,75.2,69.8,78.8,999.9,7,99.99,1
8327,8328,,Congo (Brazzaville),2020-02-18,0.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,49,81.1,71.6,86.0,999.9,5.2,0.0,0
8328,8329,,Congo (Brazzaville),2020-02-19,0.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,50,79.7,73.4,86.0,999.9,4.8,0.0,1
8329,8330,,Congo (Brazzaville),2020-02-20,0.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,51,84.8,78.8,89.6,999.9,5.8,0.0,0
8330,8331,,Congo (Brazzaville),2020-02-21,0.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,52,87.3,77.0,93.2,999.9,6,0.0,0
8331,8332,,Congo (Brazzaville),2020-02-22,0.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,53,86.9,75.2,95.0,999.9,5.2,0.0,0
8332,8333,,Congo (Brazzaville),2020-02-23,0.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,54,80.6,73.4,87.8,999.9,9.3,0.0,1
8333,8334,,Congo (Brazzaville),2020-02-24,0.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,55,80.6,71.6,86.0,999.9,6,99.99,1
8334,8335,,Congo (Brazzaville),2020-02-25,0.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,56,78.2,73.4,80.6,999.9,4.4,0.0,1
8335,8336,,Congo (Brazzaville),2020-02-26,0.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,57,84.0,75.2,89.6,999.9,7.2,0.0,1
8336,8337,,Congo (Brazzaville),2020-02-27,0.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,58,73.9,69.8,77.0,999.9,8.6,99.99,1
8337,8338,,Congo (Brazzaville),2020-02-28,0.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,59,83.5,75.2,89.6,999.9,4.9,0.0,0
8338,8339,,Congo (Brazzaville),2020-02-29,0.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,60,80.4,71.6,89.6,999.9,6,0.0,1
8339,8340,,Congo (Brazzaville),2020-03-01,0.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,61,78.2,71.6,84.2,999.9,11.1,0.0,0
8340,8341,,Congo (Brazzaville),2020-03-02,0.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,62,78.4,69.8,84.2,999.9,3.5,0.0,0
8341,8342,,Congo (Brazzaville),2020-03-03,0.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,63,76.4,69.8,80.6,999.9,8,0.0,0
8342,8343,,Congo (Brazzaville),2020-03-04,0.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,64,82.4,68.0,89.6,999.9,4,0.0,0
8343,8344,,Congo (Brazzaville),2020-03-05,0.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,65,86.7,71.6,91.4,999.9,5,0.0,1
8344,8345,,Congo (Brazzaville),2020-03-06,0.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,66,82.1,75.2,89.6,999.9,5.1,0.0,1
8345,8346,,Congo (Brazzaville),2020-03-07,0.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,67,84.2,73.4,93.2,999.9,5.8,0.0,0
8346,8347,,Congo (Brazzaville),2020-03-08,0.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,68,81.3,75.2,87.8,999.9,6.4,99.99,1
8347,8348,,Congo (Brazzaville),2020-03-09,0.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,69,80.6,73.4,86.0,999.9,6.3,99.99,1
8348,8349,,Congo (Brazzaville),2020-03-10,0.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,70,79.5,75.2,87.8,999.9,6,0.0,1
8349,8350,,Congo (Brazzaville),2020-03-11,0.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,71,75.7,71.6,82.4,999.9,6.6,0.0,1
8350,8351,,Congo (Brazzaville),2020-03-12,0.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,72,77.1,69.8,82.4,999.9,4.4,99.99,1
8351,8352,,Congo (Brazzaville),2020-03-13,0.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,73,78.2,73.4,84.2,999.9,4,99.99,1
8352,8353,,Congo (Brazzaville),2020-03-14,0.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,74,72.5,69.8,75.2,999.9,11.5,99.99,1
8353,8354,,Congo (Brazzaville),2020-03-15,1.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,75,82.6,69.8,89.6,999.9,4.7,0.0,1
8354,8355,,Congo (Brazzaville),2020-03-16,1.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,76,77.2,71.6,84.2,999.9,5.3,99.99,1
8355,8356,,Congo (Brazzaville),2020-03-17,1.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,77,74.3,71.6,78.8,999.9,8,0.0,0
8356,8357,,Congo (Brazzaville),2020-03-18,1.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,78,77.2,71.6,82.4,999.9,6.2,0.0,0
8357,8358,,Congo (Brazzaville),2020-03-19,3.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,79,81.6,71.6,87.8,999.9,5.1,99.99,1
8358,8359,,Congo (Brazzaville),2020-03-20,3.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,80,82.9,71.6,89.6,999.9,8,0.0,0
8359,8360,,Congo (Brazzaville),2020-03-21,3.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,81,77.6,69.8,84.2,999.9,6.3,99.99,1
8360,8361,,Congo (Brazzaville),2020-03-22,3.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,82,72.8,68.0,82.4,999.9,5.1,99.99,1
8361,8362,,Congo (Brazzaville),2020-03-23,4.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,83,77.2,68.0,82.4,999.9,5,0.0,1
8362,8363,,Congo (Brazzaville),2020-03-24,4.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,84,78.2,73.4,87.8,999.9,4.7,0.0,0
8363,8364,,Congo (Brazzaville),2020-03-25,4.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,85,78.2,73.4,87.8,999.9,4.7,0.0,0
8364,8365,,Congo (Brazzaville),2020-03-26,4.0,0.0,Congo (Brazzaville)-,-4.038299999999994,21.75870000000001,86,78.2,73.4,87.8,999.9,4.7,0.0,0
8400,8401,,Congo (Kinshasa),2020-01-22,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,22,80.6,75.2,86.0,999.9,9.1,99.99,1
8401,8402,,Congo (Kinshasa),2020-01-23,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,23,81.8,77.0,86.0,999.9,7.7,99.99,1
8402,8403,,Congo (Kinshasa),2020-01-24,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,24,79.0,71.6,86.0,999.9,5.6,0.0,1
8403,8404,,Congo (Kinshasa),2020-01-25,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,25,81.3,73.4,86.0,999.9,5.3,0.0,0
8404,8405,,Congo (Kinshasa),2020-01-26,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,26,81.9,69.8,87.8,999.9,7.3,0.0,0
8405,8406,,Congo (Kinshasa),2020-01-27,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,27,72.6,71.6,73.4,999.9,4.8,99.99,1
8406,8407,,Congo (Kinshasa),2020-01-28,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,28,79.8,71.6,84.2,999.9,4.7,0.0,0
8407,8408,,Congo (Kinshasa),2020-01-29,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,29,79.3,71.6,84.2,999.9,7.5,0.0,0
8408,8409,,Congo (Kinshasa),2020-01-30,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,30,74.3,71.6,78.8,999.9,5.9,0.0,0
8409,8410,,Congo (Kinshasa),2020-01-31,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,31,78.5,71.6,86.0,999.9,6.7,0.0,0
8410,8411,,Congo (Kinshasa),2020-02-01,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,32,79.6,69.8,87.8,999.9,9.1,99.99,1
8411,8412,,Congo (Kinshasa),2020-02-02,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,33,75.3,69.8,78.8,999.9,5.4,99.99,1
8412,8413,,Congo (Kinshasa),2020-02-03,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,34,80.6,73.4,87.8,999.9,5.6,0.0,1
8413,8414,,Congo (Kinshasa),2020-02-04,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,35,71.2,68.0,75.2,999.9,8.4,99.99,1
8414,8415,,Congo (Kinshasa),2020-02-05,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,36,78.1,69.8,84.2,999.9,4.2,99.99,1
8415,8416,,Congo (Kinshasa),2020-02-06,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,37,81.3,73.4,87.8,999.9,4.8,0.0,1
8416,8417,,Congo (Kinshasa),2020-02-07,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,38,79.3,71.6,87.8,999.9,6,0.0,0
8417,8418,,Congo (Kinshasa),2020-02-08,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,39,77.6,71.6,89.6,999.9,7.7,99.99,1
8418,8419,,Congo (Kinshasa),2020-02-09,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,40,83.3,69.8,91.4,999.9,6.8,0.0,0
8419,8420,,Congo (Kinshasa),2020-02-10,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,41,77.2,68.0,87.8,999.9,5.8,99.99,1
8420,8421,,Congo (Kinshasa),2020-02-11,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,42,82.6,73.4,87.8,999.9,4.4,0.0,0
8421,8422,,Congo (Kinshasa),2020-02-12,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,43,83.6,71.6,91.4,999.9,5.5,0.0,0
8422,8423,,Congo (Kinshasa),2020-02-13,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,44,78.6,73.4,82.4,999.9,10.7,0.0,1
8423,8424,,Congo (Kinshasa),2020-02-14,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,45,77.2,68.0,82.4,999.9,6.2,0.0,0
8424,8425,,Congo (Kinshasa),2020-02-15,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,46,79.6,73.4,87.8,999.9,5.6,99.99,1
8425,8426,,Congo (Kinshasa),2020-02-16,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,47,80.8,73.4,89.6,999.9,4.1,0.0,1
8426,8427,,Congo (Kinshasa),2020-02-17,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,48,75.2,69.8,78.8,999.9,7,99.99,1
8427,8428,,Congo (Kinshasa),2020-02-18,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,49,81.1,71.6,86.0,999.9,5.2,0.0,0
8428,8429,,Congo (Kinshasa),2020-02-19,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,50,79.7,73.4,86.0,999.9,4.8,0.0,1
8429,8430,,Congo (Kinshasa),2020-02-20,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,51,84.8,78.8,89.6,999.9,5.8,0.0,0
8430,8431,,Congo (Kinshasa),2020-02-21,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,52,87.3,77.0,93.2,999.9,6,0.0,0
8431,8432,,Congo (Kinshasa),2020-02-22,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,53,86.9,75.2,95.0,999.9,5.2,0.0,0
8432,8433,,Congo (Kinshasa),2020-02-23,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,54,80.6,73.4,87.8,999.9,9.3,0.0,1
8433,8434,,Congo (Kinshasa),2020-02-24,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,55,80.6,71.6,86.0,999.9,6,99.99,1
8434,8435,,Congo (Kinshasa),2020-02-25,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,56,78.2,73.4,80.6,999.9,4.4,0.0,1
8435,8436,,Congo (Kinshasa),2020-02-26,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,57,84.0,75.2,89.6,999.9,7.2,0.0,1
8436,8437,,Congo (Kinshasa),2020-02-27,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,58,73.9,69.8,77.0,999.9,8.6,99.99,1
8437,8438,,Congo (Kinshasa),2020-02-28,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,59,83.5,75.2,89.6,999.9,4.9,0.0,0
8438,8439,,Congo (Kinshasa),2020-02-29,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,60,80.4,71.6,89.6,999.9,6,0.0,1
8439,8440,,Congo (Kinshasa),2020-03-01,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,61,78.2,71.6,84.2,999.9,11.1,0.0,0
8440,8441,,Congo (Kinshasa),2020-03-02,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,62,78.4,69.8,84.2,999.9,3.5,0.0,0
8441,8442,,Congo (Kinshasa),2020-03-03,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,63,76.4,69.8,80.6,999.9,8,0.0,0
8442,8443,,Congo (Kinshasa),2020-03-04,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,64,82.4,68.0,89.6,999.9,4,0.0,0
8443,8444,,Congo (Kinshasa),2020-03-05,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,65,86.7,71.6,91.4,999.9,5,0.0,1
8444,8445,,Congo (Kinshasa),2020-03-06,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,66,82.1,75.2,89.6,999.9,5.1,0.0,1
8445,8446,,Congo (Kinshasa),2020-03-07,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,67,84.2,73.4,93.2,999.9,5.8,0.0,0
8446,8447,,Congo (Kinshasa),2020-03-08,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,68,81.3,75.2,87.8,999.9,6.4,99.99,1
8447,8448,,Congo (Kinshasa),2020-03-09,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,69,80.6,73.4,86.0,999.9,6.3,99.99,1
8448,8449,,Congo (Kinshasa),2020-03-10,0.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,70,79.5,75.2,87.8,999.9,6,0.0,1
8449,8450,,Congo (Kinshasa),2020-03-11,1.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,71,75.7,71.6,82.4,999.9,6.6,0.0,1
8450,8451,,Congo (Kinshasa),2020-03-12,1.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,72,77.1,69.8,82.4,999.9,4.4,99.99,1
8451,8452,,Congo (Kinshasa),2020-03-13,2.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,73,78.2,73.4,84.2,999.9,4,99.99,1
8452,8453,,Congo (Kinshasa),2020-03-14,2.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,74,72.5,69.8,75.2,999.9,11.5,99.99,1
8453,8454,,Congo (Kinshasa),2020-03-15,2.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,75,82.6,69.8,89.6,999.9,4.7,0.0,1
8454,8455,,Congo (Kinshasa),2020-03-16,2.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,76,77.2,71.6,84.2,999.9,5.3,99.99,1
8455,8456,,Congo (Kinshasa),2020-03-17,3.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,77,74.3,71.6,78.8,999.9,8,0.0,0
8456,8457,,Congo (Kinshasa),2020-03-18,4.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,78,77.2,71.6,82.4,999.9,6.2,0.0,0
8457,8458,,Congo (Kinshasa),2020-03-19,14.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,79,81.6,71.6,87.8,999.9,5.1,99.99,1
8458,8459,,Congo (Kinshasa),2020-03-20,18.0,0.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,80,82.9,71.6,89.6,999.9,8,0.0,0
8459,8460,,Congo (Kinshasa),2020-03-21,23.0,1.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,81,77.6,69.8,84.2,999.9,6.3,99.99,1
8460,8461,,Congo (Kinshasa),2020-03-22,30.0,1.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,82,72.8,68.0,82.4,999.9,5.1,99.99,1
8461,8462,,Congo (Kinshasa),2020-03-23,36.0,1.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,83,77.2,68.0,82.4,999.9,5,0.0,1
8462,8463,,Congo (Kinshasa),2020-03-24,45.0,2.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,84,78.2,73.4,87.8,999.9,4.7,0.0,0
8463,8464,,Congo (Kinshasa),2020-03-25,48.0,2.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,85,78.2,73.4,87.8,999.9,4.7,0.0,0
8464,8465,,Congo (Kinshasa),2020-03-26,51.0,3.0,Congo (Kinshasa)-,-4.038299999999994,21.75870000000001,86,78.2,73.4,87.8,999.9,4.7,0.0,0
8500,8501,,Costa Rica,2020-01-22,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,22,69.2,64.9,77.9,903.8,14.6,0.0,0
8501,8502,,Costa Rica,2020-01-23,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,23,74.0,64.4,82.4,902.9,9.2,99.99,1
8502,8503,,Costa Rica,2020-01-24,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,24,75.4,60.3,83.3,903.0,11,0.0,0
8503,8504,,Costa Rica,2020-01-25,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,25,72.7,60.3,83.3,904.0,12.5,0.0,0
8504,8505,,Costa Rica,2020-01-26,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,26,74.2,63.1,80.6,904.2,10.2,0.0,0
8505,8506,,Costa Rica,2020-01-27,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,27,73.4,63.1,82.6,904.3,3.4,99.99,1
8506,8507,,Costa Rica,2020-01-28,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,28,71.9,64.0,82.6,903.7,3.3,0.02,1
8507,8508,,Costa Rica,2020-01-29,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,29,71.8,64.0,82.6,903.0,4.8,0.05,1
8508,8509,,Costa Rica,2020-01-30,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,30,76.7,64.6,86.4,902.6,7,0.0,0
8509,8510,,Costa Rica,2020-01-31,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,31,74.9,63.0,86.4,902.8,9.7,0.0,0
8510,8511,,Costa Rica,2020-02-01,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,32,75.1,64.4,84.2,903.4,9.3,0.0,0
8511,8512,,Costa Rica,2020-02-02,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,33,73.1,63.0,83.8,904.0,17.4,0.0,0
8512,8513,,Costa Rica,2020-02-03,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,34,72.4,65.8,79.0,903.8,16.8,0.0,0
8513,8514,,Costa Rica,2020-02-04,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,35,74.0,64.4,80.6,903.8,12.9,0.0,0
8514,8515,,Costa Rica,2020-02-05,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,36,75.4,64.8,81.5,902.5,11,0.0,0
8515,8516,,Costa Rica,2020-02-06,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,37,76.3,60.1,84.2,901.5,6,0.0,0
8516,8517,,Costa Rica,2020-02-07,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,38,76.1,58.3,84.9,902.2,5.6,0.0,0
8517,8518,,Costa Rica,2020-02-08,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,39,74.6,58.3,85.6,904.1,12.9,0.0,0
8518,8519,,Costa Rica,2020-02-09,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,40,72.8,63.9,80.6,904.5,15.3,0.0,0
8519,8520,,Costa Rica,2020-02-10,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,41,75.9,62.8,81.9,902.2,15,0.0,0
8520,8521,,Costa Rica,2020-02-11,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,42,73.2,62.8,82.8,902.2,15.2,0.0,0
8521,8522,,Costa Rica,2020-02-12,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,43,73.0,64.2,79.5,902.0,15.2,0.0,0
8522,8523,,Costa Rica,2020-02-13,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,44,75.6,64.6,81.3,901.4,14.6,0.0,0
8523,8524,,Costa Rica,2020-02-14,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,45,72.6,64.6,83.5,902.1,18.6,0.0,0
8524,8525,,Costa Rica,2020-02-15,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,46,73.4,65.1,79.0,902.3,18.9,0.0,0
8525,8526,,Costa Rica,2020-02-16,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,47,72.6,65.1,79.7,901.3,17.2,0.0,0
8526,8527,,Costa Rica,2020-02-17,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,48,71.9,65.1,79.2,900.0,19.9,0.0,0
8527,8528,,Costa Rica,2020-02-18,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,49,73.9,65.1,79.0,900.1,21.7,0.0,0
8528,8529,,Costa Rica,2020-02-19,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,50,75.7,66.2,81.1,901.5,21.1,0.0,0
8529,8530,,Costa Rica,2020-02-20,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,51,74.2,66.0,81.7,901.9,18,0.0,0
8530,8531,,Costa Rica,2020-02-21,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,52,73.2,65.7,80.4,903.8,16.2,0.0,0
8531,8532,,Costa Rica,2020-02-22,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,53,74.0,63.3,80.4,904.7,16.7,0.0,0
8532,8533,,Costa Rica,2020-02-23,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,54,75.6,63.9,82.4,904.1,14.9,0.0,0
8533,8534,,Costa Rica,2020-02-24,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,55,76.8,61.9,84.4,902.7,9.9,0.0,0
8534,8535,,Costa Rica,2020-02-25,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,56,76.1,60.4,85.6,902.8,7.4,0.0,0
8535,8536,,Costa Rica,2020-02-26,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,57,77.9,59.4,86.4,903.5,5.9,0.0,0
8536,8537,,Costa Rica,2020-02-27,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,58,77.9,59.4,87.1,903.8,13.9,0.0,0
8537,8538,,Costa Rica,2020-02-28,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,59,74.1,64.9,84.6,904.2,18.9,0.0,0
8538,8539,,Costa Rica,2020-02-29,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,60,74.4,67.1,80.6,904.7,17.4,0.0,0
8539,8540,,Costa Rica,2020-03-01,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,61,74.7,66.2,81.1,903.8,15.3,0.0,0
8540,8541,,Costa Rica,2020-03-02,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,62,75.7,63.0,82.6,902.6,12.8,0.0,0
8541,8542,,Costa Rica,2020-03-03,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,63,77.3,63.0,84.2,902.0,11.6,0.0,0
8542,8543,,Costa Rica,2020-03-04,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,64,77.4,65.1,84.2,902.3,10.8,0.0,0
8543,8544,,Costa Rica,2020-03-05,0.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,65,76.7,65.3,84.6,902.6,15.4,0.0,0
8544,8545,,Costa Rica,2020-03-06,1.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,66,73.6,55.8,78.8,903.5,17.2,0.0,0
8545,8546,,Costa Rica,2020-03-07,1.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,67,73.4,64.9,82.0,903.3,20.1,0.0,0
8546,8547,,Costa Rica,2020-03-08,5.0,0.0,Costa Rica-,9.748900000000004,-83.75339999999994,68,73.2,64.9,79.9,903.2,18.5,0.0,0
